gene_symbol,Nipal3
mouse_strain,129SV
mouse_life_stage,Early adult
parameter_id,MGP_PBI_010_001
pvalue,0.4026609
analysis_id,5g71olk8gx5b4l7
gene_accession_id,MGI:1921802
parameter_name,CD8+ CD44+ CD62L- alpha beta effector T cell percentage
