gene_symbol,Hspa5
parameter_name,lens
mouse_strain,C57BL
analysis_id,u68k3t8u81n051v
pvalue,0.2378643
parameter_id,M-G-P_014_001_009
gene_accession_id,MGI:95835
mouse_life_stage,Early adult
