parameter_name,Eye
mouse_strain,C57BL
pvalue,0.1677263
mouse_life_stage,Early adult
parameter_id,IMPC_EYE_001_001
gene_accession_id,MGI:1345282
analysis_id,dm6h4386p581130
gene_symbol,Slc30a4
