gene_symbol,Tnfsf8
parameter_name,Femur
pvalue,0.7775135
parameter_id,IMPC_XRY_024_001
gene_accession_id,MGI:88328
analysis_id,93ctf7d3ol7oq10
mouse_strain,C57BL
mouse_life_stage,Early adult
