parameter_id,IMPC_XRY_002_001
gene_symbol,Lurap1
analysis_id,jcv597u16396307
pvalue,0.7740911
mouse_life_stage,Early adult
gene_accession_id,MGI:1915325
parameter_name,Zygomatic bone
mouse_strain,C57BL
