parameter_id,ESLIM_005_001_005
analysis_id,c399x5v44s2433p
parameter_name,Bone Mineral Content
gene_symbol,Nipal3
mouse_strain,129SV
pvalue,0.9016932
gene_accession_id,MGI:1921802
mouse_life_stage,Early adult
