parameter_name,6kHz-evoked ABR Threshold
gene_symbol,Steap3
analysis_id,u35sz371ie2a2jd
parameter_id,IMPC_ABR_004_001
pvalue,0.279021
mouse_life_stage,Early adult
gene_accession_id,MGI:1915678
mouse_strain,C57BL
