gene_symbol,Slc39a10
pvalue,0.8052623
analysis_id,z25urx894w7uh1n
mouse_strain,C57BL
parameter_id,ESLIM_007_001_015
parameter_name,Number of centre entries
gene_accession_id,MGI:1914515
mouse_life_stage,Early adult
