gene_symbol,Sass6
mouse_life_stage,E12.5
analysis_id,v62udqf6vda8a68
mouse_strain,C57BL
parameter_id,MGP_IMM_001_001
parameter_name,Total T cells - % of CD45+
pvalue,0.2489501
gene_accession_id,MGI:1920026
