mouse_life_stage,Early adult
pvalue,0.1166311
gene_accession_id,MGI:894679
analysis_id,159t9y47ci4731k
parameter_id,IMPC_CSD_033_001
mouse_strain,C57BL
gene_symbol,Bach2
parameter_name,Gait
