pvalue,0.9199082
gene_accession_id,MGI:3045306
analysis_id,5t0rs989j3r229g
mouse_strain,C57BL
gene_symbol,Exd1
parameter_id,MGP_CSD_066_001
mouse_life_stage,Early adult
parameter_name,Snout morphology
