parameter_id,IMPC_IMM_005_002
gene_symbol,Hpca
gene_accession_id,MGI:1336200
pvalue,1.259916
parameter_name,NK cells (Panel A) - % of live leukocytes (Panel A)
mouse_strain,C57BL
analysis_id,o25188c7p76g466
mouse_life_stage,Late adult
