gene_symbol,Dnajc6
mouse_life_stage,Early adult
gene_accession_id,MGI:1919935
analysis_id,a3uk67km2xu8u09
parameter_id,IMPC_IMM_050_001
parameter_name,Neutrophils
pvalue,0.7890947
mouse_strain,C57BL
