parameter_id,MGP_MLN_014_001
gene_symbol,Trim46
analysis_id,yd9f00oz86g321v
pvalue,0.2873382
parameter_name,Resting CD8+ T cells - % of CD8+
mouse_life_stage,Early adult
gene_accession_id,MGI:2673000
mouse_strain,C57BL
