gene_symbol,Bmi1
gene_accession_id,MGI:88174
pvalue,0.6681117
mouse_life_stage,Early adult
parameter_name,Aspartate aminotransferase
parameter_id,IMPC_CBC_012_001
analysis_id,eebeg43y167lbba
mouse_strain,C57BL
