gene_symbol,Rab17
analysis_id,e4zvt54rkori844
mouse_life_stage,Early adult
parameter_id,IMPC_OFD_016_001
gene_accession_id,MGI:104640
parameter_name,Center permanence time
mouse_strain,C57BL
pvalue,0.2083289
