parameter_id,IMPC_CSD_028_001
analysis_id,51jg0rzg4cix120
pvalue,0.2059207
parameter_name,Snout size
gene_symbol,Hrnr
mouse_strain,C57BL
gene_accession_id,MGI:3046938
mouse_life_stage,Early adult
