parameter_name,Heart weight
mouse_life_stage,E15.5
pvalue,0.7677633
gene_symbol,Fgb
parameter_id,IMPC_HWT_008_001
gene_accession_id,MGI:99501
analysis_id,58s8v124uws9197
mouse_strain,C57BL
