parameter_id,IMPC_HEM_006_001
mouse_life_stage,Early adult
mouse_strain,C57BL
gene_symbol,Kdm5b
pvalue,0.3971233
parameter_name,Mean corpuscular hemoglobin
gene_accession_id,MGI:1922855
analysis_id,1ns64484u2610jz
