gene_symbol,Ntmt2
mouse_life_stage,Early adult
analysis_id,9yrk14jrqh23630
parameter_id,IMPC_CSD_007_001
gene_accession_id,MGI:2685053
parameter_name,Coat - color - abdomen
pvalue,0.3934506
mouse_strain,C57BL
