gene_symbol,Kdm4c
mouse_strain,C57BL
parameter_name,Total T cells - % of CD45+
parameter_id,MGP_IMM_001_001
analysis_id,j85f784wcq367o9
gene_accession_id,MGI:1924054
pvalue,0.4851884
mouse_life_stage,Early adult
