gene_symbol,Ahcy
mouse_strain,C57BL
parameter_name,Iron
parameter_id,IMPC_CBC_011_001
pvalue,0.9490385
mouse_life_stage,E12.5
gene_accession_id,MGI:87968
analysis_id,5gn45092d5dvb34
