gene_symbol,Fgb
pvalue,0.521037
parameter_name,center - distance
mouse_life_stage,E15.5
analysis_id,3a0432zbao13qlh
parameter_id,M-G-P_007_001_010
mouse_strain,C57BL
gene_accession_id,MGI:99501
