parameter_id,IMPC_CBC_012_001
pvalue,0.3402653
mouse_strain,C57BL
parameter_name,Aspartate aminotransferase
gene_accession_id,MGI:1927379
analysis_id,2i3tx9u001h8uxf
mouse_life_stage,Early adult
gene_symbol,Rhbg
