gene_symbol,Col11a1
parameter_id,MGP_CSD_008_001
mouse_strain,C57BL
parameter_name,Startle response
analysis_id,sy0b08l15553742
gene_accession_id,MGI:88446
pvalue,1.440437
mouse_life_stage,E18.5
