gene_symbol,Atg4c
gene_accession_id,MGI:2651854
analysis_id,n3p98b1c178ow5p
parameter_id,IMPC_IMM_055_001
pvalue,0.8532388
mouse_life_stage,Early adult
parameter_name,NK Subsets (Q2)
mouse_strain,C57BL
