gene_symbol,Sass6
mouse_life_stage,E12.5
mouse_strain,C57BL
gene_accession_id,MGI:1920026
parameter_id,MGP_IMM_007_001
parameter_name,Resting CD4+ T helper cells - % of CD4+ T helper cells
analysis_id,nt7t6c0c3595hm9
pvalue,0.07897658
