parameter_id,MGP_IMM_004_001
gene_symbol,Ncaph
analysis_id,y8vid503f5nsrf4
mouse_life_stage,Early adult
gene_accession_id,MGI:2444777
parameter_name,Total CD4+ T cells - % of ab T cells
pvalue,1.053819
mouse_strain,C57BL
