mouse_strain,C57BL
mouse_life_stage,Late adult
gene_symbol,Slc30a4
pvalue,0.8225211
gene_accession_id,MGI:1345282
parameter_name,Right total retinal thickness
parameter_id,IMPC_EYE_062_001
analysis_id,jl32j104e283f17
