parameter_id,MGP_MLN_001_001
parameter_name,Total T cells - % of CD45+
mouse_strain,C57BL
gene_symbol,Extl1
mouse_life_stage,Early adult
pvalue,0.4210599
gene_accession_id,MGI:1888742
analysis_id,7r0ey1ppn02428e
