parameter_name,Eyelid morphology
gene_symbol,Mecom
pvalue,0.4879213
mouse_life_stage,E15.5
parameter_id,IMPC_EYE_004_001
gene_accession_id,MGI:95457
analysis_id,5dy9z24mvq2556z
mouse_strain,C57BL
