mouse_life_stage,Early adult
gene_accession_id,MGI:106659
analysis_id,g831731j50385on
parameter_name,Narrow eye opening
pvalue,0.8801978
parameter_id,IMPC_EYE_006_001
gene_symbol,Sprr1b
mouse_strain,C51BL
