gene_symbol,Tatdn3
gene_accession_id,MGI:1916222
pvalue,0.5022422
parameter_name,Retina (combined)
analysis_id,f87s0315dd8fim2
parameter_id,JAXLA_EYE_092_001
mouse_life_stage,Early adult
mouse_strain,C57BL
