gene_symbol,Jun
gene_accession_id,MGI:96646
pvalue,0.3827323
mouse_strain,C57BL
parameter_id,IMPC_CBC_013_001
parameter_name,Alanine aminotransferase
analysis_id,1f33uih9o9x191x
mouse_life_stage,Early adult
