mouse_life_stage,E9.5
mouse_strain,C57BL
analysis_id,yg66t01b3v65o76
gene_accession_id,MGI:1913483
parameter_name,KLRG1+ CD4- NKT cells - % of CD4- NKT cells
gene_symbol,Dmap1
parameter_id,MGP_IMM_028_001
pvalue,0.1653822
