parameter_name,18kHz-evoked ABR Threshold
parameter_id,IMPC_ABR_008_001
gene_symbol,Tiprl
gene_accession_id,MGI:1915087
mouse_life_stage,E12.5
analysis_id,mx8e5i8w4b6q5w1
pvalue,0.4919136
mouse_strain,C57BL
