gene_symbol,Col6a3
analysis_id,4a7642cjr8l3kki
pvalue,0.9508849
parameter_id,MGP_PBI_003_001
gene_accession_id,MGI:88461
parameter_name,CD4+ alpha beta T cell percentage
mouse_strain,C57BL
mouse_life_stage,Early adult
