gene_symbol,Hpca
parameter_id,MGP_IMM_027_001
mouse_strain,C57BL
mouse_life_stage,Middle aged adult
analysis_id,v0ev281hyex779p
gene_accession_id,MGI:1336200
parameter_name,Resting CD4- NKT cells - % of CD4- NKT cells
pvalue,0.8605103
