gene_symbol,Bmi1
pvalue,0.9672454
parameter_name,Lean mass
mouse_life_stage,Early adult
parameter_id,IMPC_DXA_003_001
gene_accession_id,MGI:88174
mouse_strain,C57BL
analysis_id,c69wpha7h43904a
