gene_symbol,Hspa5
parameter_name,Mean-corpuscular-haemoglobin
mouse_strain,C57BL
parameter_id,M-G-P_016_001_006
gene_accession_id,MGI:95835
pvalue,0.1457701
mouse_life_stage,E12.5
analysis_id,xr4r32fyw6w0826
