parameter_id,IMPC_GRS_009_001
gene_symbol,Trpa1
parameter_name,Forelimb and hindlimb grip strength measurement mean
analysis_id,j131w0t8029c5a6
pvalue,0.1987636
mouse_life_stage,Early adult
mouse_strain,C57BL
gene_accession_id,MGI:3522699
