parameter_id,IMPC_CBC_053_001
gene_accession_id,MGI:96757
parameter_name,Thyroxine
mouse_life_stage,Early adult
gene_symbol,Lcn2
pvalue,0.6128243
mouse_strain,C57BL
analysis_id,u780kw025gkxt18
