parameter_id,IMPC_GEO_048_002
mouse_strain,C57BL
mouse_life_stage,Early adult
gene_symbol,F2
parameter_name,Anophthalmia
analysis_id,97v025u77ywkeub
pvalue,0.862654
gene_accession_id,MGI:88380
