parameter_id,IMPC_CSD_007_001
pvalue,0.3906731
gene_accession_id,MGI:1916220
mouse_strain,C57BL
mouse_life_stage,Early adult
analysis_id,ujdz8vft6uode2a
gene_symbol,Dcaf12
parameter_name,Coat - color - abdomen
