gene_symbol,Arnt
mouse_strain,C57BL
mouse_life_stage,Early adult
pvalue,0.1765235
parameter_name,Femur
gene_accession_id,MGI:88071
parameter_id,IMPC_XRY_024_001
analysis_id,42c98b44u391ilf
