gene_symbol,Lpgat1
pvalue,0.05484858
analysis_id,jne8735q6h280kn
parameter_id,IMPC_EYE_092_002
parameter_name,Retina (combined)
mouse_life_stage,E18.5
mouse_strain,C57BL
gene_accession_id,MGI:2446186
