gene_symbol,Bcs1l
parameter_name,Percentage center time
parameter_id,IMPC_OFD_022_001
mouse_strain,C57BL
analysis_id,rp3yiix8au3rpn6
mouse_life_stage,Early adult
pvalue,0.4253489
gene_accession_id,MGI:1914071
