mouse_strain,C57BL
gene_symbol,Ufc1
pvalue,0.615231
parameter_id,IMPC_ECG_008_001
gene_accession_id,MGI:1913405
mouse_life_stage,Early adult
parameter_name,ST
analysis_id,58yp8h14km5rp2e
