parameter_id,IMPC_OFD_021_001
pvalue,0.3522531
mouse_life_stage,Early adult
parameter_name,Number of rears - total
gene_symbol,Pglyrp3
analysis_id,651443p2pt1gi04
gene_accession_id,MGI:2685266
mouse_strain,C57BL
