parameter_id,IMPC_OFD_020_001
parameter_name,Distance travelled - total
mouse_life_stage,Early adult
gene_symbol,Wars2
analysis_id,7bj010ukd2qbbn3
mouse_strain,C57BL
gene_accession_id,MGI:1917810
pvalue,0.3807904
