gene_symbol,Fgb
mouse_strain,C57BL
gene_accession_id,MGI:99501
pvalue,0.7146753
parameter_name,HDL-cholesterol
mouse_life_stage,E12.5
parameter_id,IMPC_CBC_016_001
analysis_id,n620083uaih1j9f
