parameter_name,Ly6Clow monocyte percentage
pvalue,0.5622339
mouse_life_stage,E9.5
mouse_strain,C57BL
parameter_id,MGP_PBI_018_001
analysis_id,hkfv7b7701uz755
gene_accession_id,MGI:1917810
gene_symbol,Wars2
