mouse_strain,129SV
parameter_id,ESLIM_011_001_007
pvalue,0.595878
gene_symbol,Zmynd8
mouse_life_stage,Early adult
analysis_id,2813q04276a676q
gene_accession_id,MGI:1918025
parameter_name,PP1 + pulse startle magnitude
