parameter_name,Periphery average speed
pvalue,0.4731368
analysis_id,hh4ve45z0rmvip9
gene_accession_id,MGI:97838
gene_symbol,Eprs1
mouse_strain,C57BL
mouse_life_stage,E12.5
parameter_id,JAX_OFD_013_001
