parameter_id,IMPC_GEP_017_001
pvalue,0.8022221
analysis_id,67856dqz79gjjf0
mouse_life_stage,Early adult
gene_accession_id,MGI:3650254
mouse_strain,C57BL
gene_symbol,Zfp683
parameter_name,Facial Morphology
