gene_symbol,Hnf4a
pvalue,0.8094505
gene_accession_id,MGI:109128
mouse_life_stage,Early adult
mouse_strain,C57BL
parameter_id,M-G-P_016_001_005
parameter_name,Mean-cell-volume
analysis_id,40zm47wlc5ks4e8
