gene_symbol,Jun
gene_accession_id,MGI:96646
pvalue,0.4384615
mouse_life_stage,E15.5
analysis_id,f6la476etf2yt26
mouse_strain,C57BL
parameter_id,IMPC_GEL_060_001
parameter_name,Neural tube morphology
