parameter_id,IMPC_IMM_004_002
gene_accession_id,MGI:2444777
mouse_strain,C57BL
pvalue,0.09007029
parameter_name,NKT cells (panel A) - % of live leukocytes (Panel A)
mouse_life_stage,Early adult
analysis_id,62n8qmd1kv9o8lx
gene_symbol,Ncaph
