gene_symbol,Hpca
gene_accession_id,MGI:1336200
parameter_id,JAXLA_HBD_001_001
pvalue,0.05494857
mouse_strain,C57BL
mouse_life_stage,Middle aged adult
analysis_id,4o0k9vs06o94276
parameter_name,Total holepokes
