parameter_id,IMPC_CBC_001_001
parameter_name,Sodium
pvalue,0.1723668
gene_symbol,Ppm1j
analysis_id,9y62txu9to5g884
mouse_strain,C57BL
gene_accession_id,MGI:1919137
mouse_life_stage,Early adult
