gene_symbol,SASS6
gene_accession_id,MGI:1920026
pvalue,0.8929854
mouse_strain,C57BL
parameter_id,IMPC_OFD_021_001
mouse_life_stage,E9.5
analysis_id,fpdy79z864dwzw2
parameter_name,Number of rears - total
