parameter_id,JAX_PLC_002_001
mouse_life_stage,E12.5
mouse_strain,C57BL
analysis_id,hzy476xscu248ye
gene_accession_id,MGI:88174
pvalue,0.06833234
gene_symbol,Bmi1
parameter_name,HDL cholesterol
