mouse_life_stage,Middle aged adult
mouse_strain,C57BL
gene_accession_id,MGI:1917604
gene_symbol,Secisbp2l
pvalue,0.09025106
parameter_name,Shape of vertebrae
analysis_id,331kd24q693780f
parameter_id,IMPC_XRY_018_001
