gene_symbol,Nipal3
analysis_id,o1s0xs3s1i525qw
parameter_id,JAXLA_CBC_015_001
pvalue,0.7064722
gene_accession_id,MGI:1921802
parameter_name,Total cholesterol
mouse_strain,129SV
mouse_life_stage,Early adult
